,production_company,movie_count,ganancia_total
644,Donner/Shuler-Donner Productions,1,63000000.0
645,Dor Film Produktionsgesellschaft GmbH,2,768057.0
646,Dorian Films,1,985117.0
647,Dos Corazones,1,73244881.0
648,Double Feature Films,2,167885560.0
649,Double Helix Films,1,40272135.0
650,Douek Productions,1,35456.0
651,Dovzhenko Film Studios,1,168167691.0
652,Dowling Productions,1,72179579.0
653,Drafthouse Films,1,142817992.0
654,Dragon Pictures,2,37444082.0
655,Dream Company,1,27305571.0
656,DreamWorks,1,215394738.0
657,DreamWorks Animation,6,84217149.0
658,DreamWorks SKG,27,2836919826.0
659,Dry County Films,2,150486979.0
660,Dual Power Productions,1,170000.0
661,Dudley Pictures Corporation,1,44287131.0
662,Dummy Productions LLC,1,742898.0
663,Dune Entertainment,4,127817120.0
664,Duplass Brothers Productions,5,29017677.0
665,E-Wolf,1,3515061.0
666,EBF Productions,1,39171130.0
667,EFTI,1,1829917.0
668,EGBA Entertainment,1,175302354.0
669,EM Media,2,41929352.0
670,EMI Films,2,86416905.0
671,EMI Films Ltd.,1,69701637.0
672,EMI Television,1,17062499.0
673,ESPN Films,1,147332697.0
674,ESX Productions,1,17000000.0
675,ETA films,1,23083334.0
676,Eagle Pictures,1,378827494.0
677,Eagle Rock Entertainment,1,254000.0
678,Ealing Studios,6,537111823.0
679,Eastern Counties Newspapers Ltd.,1,29450919.0
680,Ecce Films,1,7800000.0
681,Echo Lake Productions,1,442824138.0
682,Eddie Saeta,2,92412898.0
683,Edison Manufacturing Company,3,16698751.0
684,Edward Small Productions,1,36160375.0
685,Edward small Production,1,48668907.0
686,Eesti Joonisfilm,2,178994172.0
687,Egg Pictures,1,3786801.0
688,Ego Film Arts,1,22238696.0
689,Eikon Film,1,19322135.0
690,Ekran,2,61535690.0
691,El Deseo,4,142189061.0
692,El Mar Pictures,1,8.0
693,Electrascope,1,91196419.0
694,Electric Entertainment,1,8059140.0
695,Element Films,1,17500000.0
696,Elephant Films,1,1359910.0
697,Elevation Filmworks,1,20710513.0
698,Elevenmedia,1,32846.0
699,Elixir Films,1,7306.0
700,Elkins Entertainment,1,25804707.0
701,Ella Communications,1,39598448.0
702,Eloseppo,1,15608545.0
703,Elton Productions,1,186167139.0
704,Elías Querejeta Producciones Cinematográficas S.L.,1,40442437.0
705,Embassy International Pictures,1,30857814.0
706,Embassy Pictures Corporation,3,5503270.0
707,Emergent Films Ltd.,1,18612.0
708,Emmepi Cinematografica,1,38000000.0
709,Emperor Motion Pictures,1,3184472.0
710,Empire Pictures,3,29752429.0
711,Empire Ward,1,5681622.0
712,Endgame Entertainment,2,632590955.0
713,Endless Entertainment,1,34592118.0
714,Enlight Pictures,1,87416021.0
715,Enlightenment Productions,1,165888.0
716,Enso Entertainment,1,19829957.0
717,Ensueño Films,1,1675706.0
718,Entertainment Partners Ltd.,1,4300000.0
719,Entre Chien et Loup,2,25394501.0
720,Eon Productions,6,225811763.0
721,Epic Pictures Group,1,30553394.0
722,Epic Productions,3,492432272.0
723,Epidemic Films,1,97838349.0
724,Epidemic Pictures,1,80547866.0
725,Epithète Films,1,48093211.0
726,Epix,1,376141306.0
727,Epoch Film Co.,1,13200000.0
728,Epsilon Motion Pictures,4,297826054.0
729,Eros International,2,65539019.0
730,Eskwad,2,208101749.0
731,Essaness Productions,1,3396726.0
732,Essex Productions,1,20324096.0
733,Estudios Churubusco Azteca,1,4187.0
734,Eureka Pictures,5,262987477.0
735,Euro International Film (EIA),1,11837022.0
736,Europa Film,1,126737428.0
737,EuropaCorp,1,796368.0
738,European Inc.,1,3302463.0
739,Euterpe,1,78000586.0
740,Evenstar Films,1,107196498.0
741,Evershine Release,1,1000000.0
742,Excel Entertainment,1,14708696.0
743,Excellent Film,1,10165694.0
744,Existential Films,1,13380561.0
745,Exodus Film Group,1,163733697.0
746,Eye Entertainment,1,14631377.0
747,Eyeworks Film,1,2484095.0
748,Eyeworks Film & TV Drama,1,7200000.0
749,F.O.D. Productions,2,31277558.0
750,FGM Entertainment,1,96568.0
751,FM Entertainment International N.V.,1,684351.0
752,FROST Pictures,1,2439705.0
753,FU2 Productions,1,38992758.0
754,FUNimation Entertainment,1,1553826.0
755,Falling Sky Entertainment,1,66122026.0
756,FallsApart Productions,1,2275557.0
757,Famous Artists Productions,1,63766510.0
758,Famous Films (II),1,59612888.0
759,Famous Players-Lasky Corporation,1,7227038.0
760,Fandango,2,342750926.0
761,Fantefilm,1,35022.0
762,Farabi Cinema Foundation,2,51556144.0
763,Farmhouse Film & TV,1,28023563.0
764,Fasad,1,70.0
765,Fathom Studios,1,269958228.0
766,Fatorville Films,1,3606395.0
767,Feature Productions,1,34725000.0
768,Federal Films (II),1,15447154.0
769,Feelgood Fiction,1,41325328.0
770,Feifer Worldwide,1,222430.0
771,Fern Gully Tales,1,206728.0
772,Fernando Trueba Producciones Cinematográficas S.A.,1,5380251.0
773,Ferndale Films,1,231976425.0
774,Fida cinematografica,1,15536328.0
775,Fidelity Films,1,102000000.0
776,Fidélité Productions,1,12413650.0
777,Field Productions,1,3384747.0
778,Fildebroc,1,117270765.0
779,Film 4,1,1332231.0
780,Film Afrika Worldwide,2,221464558.0
781,Film Agency for Wales,1,50353002.0
782,Film Council,3,679271972.0
783,"Film Department, The",1,1247946.0
784,Film Foundry Partners,1,20400000.0
785,Film Four International,1,12706478.0
786,Film Fund FUZZ,1,146497771.0
787,Film Horizon,1,118243066.0
788,Film Limited Partnership,1,5000000.0
789,Film One Productions,1,86362372.0
790,Film Rock,1,122233971.0
791,Film Roman Productions,2,27986194.0
792,Film Tiger,1,58058367.0
793,Film Victoria,1,10848783.0
794,Film Workshop,4,30481001.0
795,Film i Väst,2,403458454.0
796,FilmBuff,1,3142763.0
797,FilmDallas Pictures,1,111858363.0
798,FilmDistrict,1,64626786.0
799,FilmEngine,1,246984278.0
800,FilmNation Entertainment,1,228984.0
801,Filmacres,1,320092.0
802,Filmauro,1,61181942.0
803,Filmax,4,119230892.0
804,Filmax Entertainment,1,5355847.0
805,Filmazure,1,623722818.0
806,Filmboard Berlin-Brandenburg (FBB),2,286022994.0
807,Filmfabriken Baltic Sea AB,1,373967.0
808,Filmfour,1,4099000.0
809,Filmhaus,1,34566746.0
810,Filminor,1,76398.0
811,Filmirage,1,32710894.0
812,Filmlance International AB,2,55614176.0
813,Filmline International,1,861789.0
814,Filmové Studio Barrandov,7,67543693.0
815,Filmové studio Barrandov,1,41299492.0
816,Filmpool Nord,1,609016565.0
817,Films 59,1,1056057273.0
818,Films A.B.C.,1,67872296.0
819,Films A2,2,22291081.0
820,Films Domireew,1,295750.0
821,Films Sonores Tobis,1,18902015.0
822,Filmscope Entertainment,1,4571025.0
823,Filmsonor,1,87100449.0
824,Filmstudio Bucuresti,1,67918658.0
825,Filmways Australasian,1,188441614.0
826,Filmways Pictures,7,458701493.0
827,Filmwerks,1,15171476.0
828,Fin Août Productions,1,691210692.0
829,Final Frame,1,714766572.0
830,Fine Line Features,22,1367816335.0
831,Finnish Film Foundation,1,109676311.0
832,Finos Film,1,551281.0
833,Fire Island Films,1,28818995.0
834,First Artists,3,73956021.0
835,First Choice Films,1,6856989.0
836,First Floor Features,1,18814720.0
837,First Floor Features (co-production),1,129042871.0
838,First Generation Films,1,35424826.0
839,First Look Pictures,1,165615285.0
840,First National Pictures,8,95737149.0
841,First Position Films,1,538983207.0
842,First Thought Films,1,382946.0
843,Five & Two Pictures,1,1261947.0
844,Flach Film,1,190000.0
845,Flaminia Produzioni Cinematografiche,1,17671101.0
846,Flatland Pictures,1,215000000.0
847,Flatland Productions,1,2676077.0
848,Flicks Motion Pictures,1,1431623.0
849,FlipZide Pictures,1,10900434.0
850,Floodland Pictures,1,1751330.0
851,Focus Features,1,32230907.0
852,Focus Films,1,48000000.0
853,Focus-Fox Studio,1,646714.0
854,Fogbound Inc.,1,10600000.0
855,Fondo para la Producción Cinematográfica de Calidad (FOPROCINE),1,148336445.0
856,Fons Rademakers Produktie,1,72778712.0
857,Forager Film Company,1,26559557.0
858,Forensic Films,2,123036645.0
859,Foresight Unlimited,2,878410223.0
860,Forest Brothers,1,12000000.0
861,Formosa Productions,1,151203.0
862,Forte Andrzej Celinski Hanna Polak,1,16174377.0
863,Fortissimo Films,2,173013520.0
864,Fortress Features,1,205298907.0
865,Forward Pass,1,55089.0
866,Foundation Entertainment,1,890871626.0
867,Fountainbridge Films,1,73180723.0
868,Four Knights Film,1,3000000.0
869,Four Square Productions,1,20158808.0
870,Fox 2000 Pictures,16,664971536.0
871,Fox Atomic,2,86291774.0
872,Fox Entertainment Group,1,14859394.0
873,Fox Film Corporation,8,529699397.0
874,Fox Searchlight Pictures,30,2281718741.0
875,Fox Star Studios,1,25956113.0
876,Fox Television Studios,2,975974.0
877,FoxTelecolombia,1,429766.0
878,Fragile Films,1,38120905.0
879,Fragmighty,1,65070412.0
880,Fral Spa,1,563706.0
881,Frame 29 Films,1,250000.0
882,France 2 Cinéma,19,718555977.0
883,France 3 Cinema,1,74000000.0
884,France 3 Cinéma,9,1125436074.0
885,France Cinéma Productions,1,7424.0
886,Franchise Pictures,6,438091567.0
887,Franco London Films,2,7633875.0
888,Francoriz Production,2,33022472.0
889,Franfilmdis,1,49579269.0
890,Frankovich Productions,2,848241751.0
891,Franz Seitz Filmproduktion,1,325233863.0
892,Freak Show Entertainment,1,1100000.0
893,Fred F. Finklehoffe Productions,1,14358033.0
894,Frederick Zollo Productions,1,12000000.0
895,Friedman-Lewis Productions,1,1400000.0
896,Fries Entertainment Films,1,29400000.0
897,Front Street Pictures,3,56630532.0
898,Front Street Productions,1,95149435.0
899,Front Street Studios,1,9879971.0
900,Fu Works,1,343617.0
901,Fugitive Features,1,47410000.0
902,Fuji TV,1,28000000.0
903,Fuji Television Network,3,402622.0
904,Full Blitz Entertainment,1,98000000.0
905,Fulvia Film,1,8100000.0
906,FunHouse Features,1,60845711.0
907,Funny or Die,1,12173470.0
908,Furthur Films,1,84500000.0
909,Fury Productions,1,12247.0
910,Future Films,1,286140700.0
911,Fénix Cooperativa Cinematográfica,1,314432665.0
912,Fígaro Films,1,18971000.0
913,G. Mahesh Babu Entertainment Pvt. Ltd,1,8000000.0
914,G.R.P. Cinematografica,1,1402307.0
915,GFP Medienfonds,1,55125.0
916,GFT Entertainment,1,15530077.0
917,GK-Film,1,36500000.0
918,GRAiNEY Pictures,1,385284817.0
919,Gabriel Pascal Productions,1,2850000.0
920,Gafer Producciones,1,44352417.0
921,Gainax,1,16178959.0
922,Gainsborough Pictures,3,49504652.0
923,Gatlin Pictures,1,105097.0
924,Gaumont,19,760526108.0
925,Gaumont British Picture Corporation,1,6000000.0
926,Gaumont International,3,79632053.0
927,Gaylord Films,1,15992615.0
928,"Geffen Company, The",1,20036737.0
929,Geffen Pictures,2,225164403.0
930,Geiselgasteig Film,1,116980662.0
931,Gemini American,1,6700000.0
932,Gemini Films,1,1289998.0
933,Gen Productions,1,955401.0
934,Geneon Entertainment,1,285930.0
935,General Film Corporation,1,4811525.0
936,Generate,1,312010.0
937,Gentle Machine Productions LLC,1,333912.0
938,George Albert Smith Films,1,571006128.0
939,George King Productions,1,9489829.0
940,George Pal Productions,1,13700000.0
941,Georges Loureau,1,22000000.0
942,Ghost House Pictures,6,949180820.0
943,Ghost Pictures,1,2413427.0
944,Gico Cinematografica S.r.L.,1,1677.0
945,GigaPix Studios,1,270000.0
946,Gigantic Movie,1,2277396.0
947,Gimages Développement,1,19478106.0
948,Girafa Filmes,1,110206216.0
949,Gladden Entertainment,3,342883574.0
950,Glass Eye Pix,4,264296808.0
951,Global Pictures,1,6212282.0
952,Globe Enterprises,1,1083683.0
953,Globe Films,1,188126.0
954,Globo Filmes,1,3485127.0
955,Globomedia / Antena 3 Films / Cangrejo Films,1,1156000.0
956,Gloria Films,1,299268508.0
957,Go2sho,1,16656125.0
958,Godspeed Pictures,1,20381995.0
959,Golan-Globus,6,1594653972.0
960,Golan-Globus Productions,3,45837900.0
961,Gold Circle Films,2,87535349.0
962,Gold Lion Films,1,55282.0
963,Gold/Miller Productions,1,1458000.0
964,Goldcrest Films International,7,219265199.0
965,Golden Harvest Company,9,514243398.0
966,"Golden Tripod Film Co., Hong Kong",1,1021103568.0
967,Golden Way Films Ltd.,2,28752275.0
968,Goldwyn Pictures Corporation,1,114830111.0
969,Goliath Film and Media Holdings,1,254212245.0
970,Gonzo,1,500000.0
971,Good Film Company,1,6682098.0
972,Good Machine,1,3180674.0
973,Good Universe,1,47.0
974,Goodtimes Enterprises,3,3979153.0
975,Gordon Bijelonic / Datari Turner Films,1,175742.0
976,Gordon Company,1,14697005.0
977,Gorky Film Studio,3,5970909.0
978,Gorky Film Studios,1,33700.0
979,Gotham Group,1,110230332.0
980,Government of West Bengal,1,536364.0
981,Gracie Films,5,248744954.0
982,Grack Films,1,4882577.0
983,Gramercy Pictures,7,377550936.0
984,Gran Via Productions,1,161772375.0
985,Granada Film Productions,3,72953432.0
986,Granada Television,1,18172849.0
987,Grand Army Entertainment,1,3759582.0
988,Grand March Movie Production Company Ltd.,1,16157801.0
989,Grand National Pictures,1,3643591.0
990,Great American Films Limited Partnership,1,3000000.0
991,Greek Film Center,2,564463867.0
992,Green Dragon Movies,1,10025571.0
993,Green Fish Pictures,1,86165646.0
994,Green Jacket Productions,1,8.0
995,Green Parrot,1,58853106.0
996,GreeneStreet Films,1,180622424.0
997,Greenfox,1,7242035.0
998,Greentrees Films,1,13960203.0
999,Greenwich Film Productions,1,11744471.0
1000,Grindstone Entertainment Group,1,1031243.0
1001,Grossbart Barnett Productions,1,99206215.0
1002,Grosvenor Park Media Ltd.,1,7356393.0
1003,Grosvenor Park Productions,1,5099316.0
1004,Groundswell Productions,1,3758328.0
1005,Group Film Productions,1,1759252.0
1006,Group W,1,205738714.0
1007,Gruppo Minerva International,1,3360000.0
1008,Guardian Trust Company,1,17768757.0
1009,Guerilla Films,1,5900000.0
1010,Gus Productions,1,145793296.0
1011,HAL Films,1,22030000.0
1012,HBO,3,752295139.0
1013,HBO Documentary Films,2,232575913.0
1014,HBO Films,6,182518370.0
1015,HDNM Entertainment,1,381509870.0
1016,HDNet Films,1,14894347.0
1017,HILT Productions,1,9234510.0
1018,HSI Productions,1,53086.0
1019,HSX Films,1,244386864.0
1020,Hachette Première,1,5900000.0
1021,Hal Roach Studios,3,127979631.0
1022,Hal Wallis Productions,1,39481.0
1023,Hallmark Entertainment,2,139167206.0
1024,Hallmark Hall of Fame Productions,1,140779.0
1025,Hammer Film Productions,13,250117276.0
1026,HanWay Films,2,6003856.0
1027,HandMade Films,2,61832309.0
1028,Handmade Films Ltd.,3,223506655.0
1029,Handsomecharlie Films,1,248392.0
1030,Hangman Film Company,1,42000000.0
1031,Hanna-Barbera Productions,2,13222665.0
1032,Happy Endings A/S,1,15.0
1033,HarBel Productions,1,46546197.0
1034,Harbour Pictures,1,33828318.0
1035,Harcourt Productions,1,56932305.0
1036,Harmony Gold,1,157920733.0
1037,Harold Hecht Productions,1,25781.0
1038,Harpo Films,1,31853080.0
1039,Harvey Mason Media,1,15134293.0
1040,Haut et Court,5,103649720.0
1041,Havoc,1,39363635.0
1042,Hawk Films,2,61000000.0
1043,Head Gear Films,2,1726506.0
1044,Hearst Entertainment Productions,1,2152738.0
1045,Hecht-Hill-Lancaster Productions,1,8200000.0
1046,Heimatfilm GbR,1,5332926.0
1047,Heliopolis,1,150680864.0
1048,Helkon Media AG,2,402002372.0
1049,Helsinki Filmi Oy,1,1964253.0
1050,Hemdale Film,3,129139503.0
1051,Hemdale Film Corporation,2,18709303.0
1052,Heretic Films,1,36869414.0
1053,Hi-Rez Films,1,17200925.0
1054,Hibiscus Films,1,163169.0
1055,Hickmar Productions,1,4635143.0
1056,Highland Park Classics,1,48065672.0
1057,Himenóptero,1,1429299.0
1058,Hobart Bosworth Productions,1,205366737.0
1059,Hobby Films,1,248000000.0
1060,Hoche Productions,1,40000000.0
1061,Holdean,1,1725381.0
1062,Holedigger Films,1,85306374.0
1063,Hollywood Pictures,30,1491894026.0
1064,Hollywood Pictures Corporation (II),2,12023020.0
1065,Home Box Office (HBO),4,89412563.0
1066,Home Theater Films,1,161820.0
1067,Hong Kong Kai Fa Film Co.,1,86758912.0
1068,Horse Head Pictures,1,20275812.0
1069,Horseshoe Films,1,57814445.0
1070,Houtsnede Maatschappij N.V.,1,108332743.0
1071,Hrvatska Radiotelevizija (HRT),1,233755553.0
1072,Huayi Brothers,1,37461045.0
1073,Hughes Capital Entertainment,1,48965210.0
1074,Hughes Entertainment,2,115160857.0
1075,Hyperion Productions,1,97.0
1076,IAC Film,1,1156730962.0
1077,IDG China Media,1,17425000.0
1078,IFC Films,3,239786777.0
1079,IFC Productions,4,503814892.0
1080,IM Global,1,95311434.0
1081,IMAS Filmproduktion,1,150166126.0
1082,IMAX,6,167953798.0
1083,IRE Productions,1,146900000.0
1084,IRIS Films,1,13936.0
1085,IRS Media,1,6000000.0
1086,ITC Entertainment,1,33463969.0
1087,Ibermedia,2,95567295.0
1088,Iblis Films,1,478207520.0
1089,Ice Cold Productions,1,173965010.0
1090,Icon Entertainment International,3,236801258.0
1091,Icon Productions,3,186041442.0
1092,Idol Company,1,3848034.0
1093,Idéale Audience,1,20728.0
1094,Ignite Entertainment,2,10033031.0
1095,Ikiru Films,1,51148651.0
1096,Illumination Entertainment,1,81093313.0
1097,Illusion Entertainment Group,1,109423648.0
1098,Image Entertainment,1,47536959.0
1099,Imagenation Abu Dhabi FZ,1,1700000.0
1100,Imagine Entertainment,16,1899062756.0
1101,Immortal Thoughts,1,623933331.0
1102,Impact,1,20400.0
1103,Impact Films,1,2425000.0
1104,Impact Pictures,2,49492225.0
1105,Impala,1,1213880.0
1106,Imprint Entertainment,1,25.0
1107,Impéria,1,54956140.0
1108,Incendiary Features,1,17566040.0
1109,Incentive Filmed Entertainment,1,8020.0
1110,Incorporated Television Company,2,39329749.0
1111,Incorporated Television Company (ITC),3,22270882.0
1112,Indecom Cinema,1,86175.0
1113,Independent Artists,1,144492830.0
1114,Independent Digital Entertainment,1,30822861.0
1115,Independent Edge FIlms,1,1777043.0
1116,Independent Film Channel,1,33788161.0
1117,Independent Film Channel (IFC),1,13022756.0
1118,Indian Paintbrush,1,3214116.0
1119,IndieProd Company Productions,1,7282851.0
1120,Industry Entertainment,1,25000000.0
1121,Indy Entertainment,1,5333333.0
1122,Infinite Frameworks Pte. Ltd.,2,236461843.0
1123,Inforg Stúdió,1,1056938.0
1124,Informant Media,1,1065881.0
1125,Ingenious Film Partners,5,294799855.0
1126,Ingenious Media,1,6676471.0
1127,Initial Entertainment Group (IEG),1,10443316.0
1128,Insight Film Studios,1,24134.0
1129,Instituto Cubano del Arte e Industrias Cinematográficos (ICAIC),1,140175006.0
1130,Instituto Mexicano de Cinematografía (IMCINE),1,543934787.0
1131,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),2,96528106.0
1132,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),3,119364365.0
1133,Insurge Pictures,1,67790117.0
1134,Integral Film,1,70442940.0
1135,InterPositive Media,1,175706.0
1136,Intercapital,2,8189863.0
1137,Intermedia Films,4,57444553.0
1138,International Entertainment,1,332710.0
1139,International Harmony,1,6485961.0
1140,Interscope Communications,1,28780255.0
1141,Intrinsic Value Films,2,20944752.0
1142,Irish Dreamtime,3,295369314.0
1143,Irish Film Board,4,266105542.0
1144,Irwin Entertainment,1,296485719.0
1145,Island Pictures,2,127404430.0
1146,Isle of Man Film,3,239070211.0
1147,Istituto Luce,1,15250000.0
1148,Ital-Noleggio Cinematografico,2,128976674.0
1149,Italian International Film,2,20990000.0
1150,Iyara Films,1,60000000.0
1151,Iéna Productions,1,4385516.0
1152,J&M Entertainment,1,64256513.0
1153,J.C.Staff,1,500000.0
1154,JBF,1,349424282.0
1155,JD Productions,1,243240178.0
1156,JDI productions,1,1148752.0
1157,JVC Entertainment,1,102000000.0
1158,JVC Entertainment Networks,1,7230000.0
1159,Jack Giarraputo Productions,1,26488734.0
1160,Jad Films,1,830129.0
1161,Jadran Film,2,5952330.0
1162,Jaffe / Braunstein Enterprise,1,7200039.0
1163,Jaffe/Braunstein Films,1,2351359.0
1164,Japan America Picture Company,1,8500000.0
1165,Jeff Most Productions,1,335154643.0
1166,Jensen Farley Pictures,1,9171289.0
1167,Jeonwonsa Film,1,48398.0
1168,Jeremy Coon Productions,1,119520023.0
1169,Jerkschool Productions,1,72689.0
1170,Jerry Bruckheimer Films,6,689039142.0
1171,Jerry Lewis Productions,1,2681345.0
1172,Jerry Weintraub Productions,2,220430892.0
1173,Jersey Films,3,115464975.0
1174,Jesse L. Lasky Feature Play Company,1,6491240.0
1175,Jet Films,1,5753490.0
1176,Jet Tone Production,1,302204.0
1177,Jigsaw Productions,1,33472850.0
1178,Jirafa,1,17000000.0
1179,Joel Castleberg Productions,1,1334786.0
1180,John Frankenheimer Productions Inc.,1,22518097.0
1181,John Heyman/Peter Watkins Production,1,4069826.0
1182,John Krimsky and Gifford Cochran Inc.,1,1188194.0
1183,John Sexton Productions,1,1004558444.0
1184,Johnson Production Group,1,1622164.0
1185,Joseph E. Levine Productions,1,2735731.0
1186,Joseph Hamilton International Productions,1,5588800.0
1187,Joseph M. Schenck Productions,2,5397312.0
1188,José Frade Producciones Cinematográficas S.A,1,108083.0
1189,Journeyman Pictures,3,451283539.0
1190,Joyoung Films,1,358574.0
1191,Jubilee Pictures Corporation,1,22863596.0
1192,Julian Blaustein Productions Ltd.,1,6800000.0
1193,Jupiter Film Productions,1,566736.0
1194,Just Singer Entertainment,1,88346473.0
1195,Jörn Donner Productions,1,8452.0
1196,K. JAM Media,1,1081.0
1197,K2 SA,1,38105395.0
1198,KGB Films,1,196114570.0
1199,KTEH,1,1200000.0
1200,Kabir Khan Films,1,56100000.0
1201,Kadokawa Pictures,1,33372606.0
1202,Kairos-Film,1,44057737.0
1203,Kamala Films,1,585174222.0
1204,Kangoo Films,1,282382.0
1205,Kanoon,1,1579260.0
1206,Kantana Animation Studios,1,22159216.0
1207,Kanzaman,1,15699707.0
1208,Kapara Pictures,1,3100000.0
1209,Kaplan Film,1,4105187.0
1210,Karma Films,1,25288872.0
1211,Karuna Pictures,1,1672730.0
1212,Kasander & Wigman Productions,1,224012234.0
1213,Katalyst Films,1,1000000.0
1214,Katzka,1,88000.0
1215,Kayos Productions,1,170764026.0
1216,Kazakhfilm Studios,1,6063556.0
1217,Keith Barish Productions,2,66764806.0
1218,Kemp Company,1,19000000.0
1219,Kennedy Miller,1,500000.0
1220,Kennedy Miller Productions,4,86187690.0
1221,Kennesset Productions,1,32645546.0
1222,Kick Ass Pictures,1,41296320.0
1223,Kickstart Productions,1,392000694.0
1224,Killer Films,5,74098066.0
1225,Kim Ki-Duk Film,1,8380329.0
1226,Kim and Jim Productions,1,1369280.0
1227,Kimera Film,1,10367161.0
1228,Kindred Limited Partnership,1,22905522.0
1229,Kingdom of Light Entertainment,1,473226958.0
1230,Kings Road Entertainment,5,210936689.0
1231,Kino Korsakoff,1,102780.0
1232,Kinokompaniya CTB,3,68017368.0
1233,Kinorama,1,2084628.0
1234,Kinosmith,1,11879046.0
1235,Kinowelt Filmproduktion,1,38368909.0
1236,Kintop Pictures,1,7205.0
1237,Kiryûkan,1,27139524.0
1238,Kojo Pictures,1,43318349.0
1239,Konrad Pictures,4,65220000.0
1240,Koo Koo Banana,1,12000000.0
1241,Kopelson Entertainment,2,292685356.0
1242,Korea Pictures,1,27165581.0
1243,Krasnoff Foster Productions,1,40239.0
1244,Krystal Motion Picture Productions,1,137551594.0
1245,Kudos Productions Ltd.,1,6673422.0
1246,Kunsthochschule Kassel,1,181107.0
1247,Kuzui Enterprises,1,832735.0
1248,Kôdansha,1,467365246.0
1249,L.A. Films,1,42724017.0
1250,La Jolla Productions,1,9938268.0
1251,La Luna Entertainment,1,12601706.0
1252,La Parti Productions,1,49111202.0
1253,La Petite Reine,1,3447633.0
1254,La Société des Films Sirius,1,3371692.0
1255,La.Lune Entertainment,1,269980.0
1256,LadobleA,1,11207130.0
1257,Laika Entertainment,1,3442853.0
1258,Lakeshore Entertainment,7,215360088.0
1259,Lamb Bear Entertainment,1,45858563.0
1260,Lambor Films,1,153997819.0
1261,Lamitas,1,67182787.0
1262,Landing Patch Productions,1,230884728.0
1263,Lane Street Pictures,1,911466.0
1264,Larco Productions,1,16504936.0
1265,Large Format Cinema,1,480811.0
1266,Largo Entertainment,1,17752940.0
1267,Larry Levinson Productions,2,302585082.0
1268,Lasihelmi Filmi Oy,1,14674076.0
1269,"Last Rites of Joe May, The",1,1832541.0
1270,Laura Ziskin Productions,1,34252847.0
